item,itemLabel,genderLabel
http://www.wikidata.org/entity/Q3312290,Marina Ogilvy,female
http://www.wikidata.org/entity/Q2653986,"Henry Lascelles, 6th Earl of Harewood",male
http://www.wikidata.org/entity/Q2658302,Baron Aschwin of Sierstorpff-Cramm,male
http://www.wikidata.org/entity/Q7284421,"Prince Raimundo, 2nd Duke of Castel Duino",male
http://www.wikidata.org/entity/Q2099997,Baroness Gösta von dem Bussche-Haddenhausen,female
http://www.wikidata.org/entity/Q3336838,Chantal Hochuli,female
http://www.wikidata.org/entity/Q5311285,Duchess Altburg of Oldenburg,female
http://www.wikidata.org/entity/Q3381015,Joseph-Marie-Philippe Lévêque de Vilmorin,male
http://www.wikidata.org/entity/Q3387469,"Prince Pedro, Duke of Calabria",male
http://www.wikidata.org/entity/Q7352653,Robin Medforth-Mills,male
http://www.wikidata.org/entity/Q5371081,"Emich, 7th Prince of Leiningen",male
http://www.wikidata.org/entity/Q7740003,Leo Löwenstein,male
http://www.wikidata.org/entity/Q7367831,"Rose Leveson-Gower, Countess Granville",female
http://www.wikidata.org/entity/Q3424937,Princess Margarita of Baden,female
http://www.wikidata.org/entity/Q5408136,Bagrat de Bagration y de Baviera,male
http://www.wikidata.org/entity/Q4285590,Wilhelm von Amsberg,male
http://www.wikidata.org/entity/Q6350285,Lady Paola Windsor,female
http://www.wikidata.org/entity/Q4329958,Georg von dem Bussche-Haddenhausen,male
http://www.wikidata.org/entity/Q6408488,Laetitia d'Arenberg,female
http://www.wikidata.org/entity/Q2752971,"David Mountbatten, 3rd Marquess of Milford Haven",male
http://www.wikidata.org/entity/Q6425396,"Princess Valerie, Margravine of Baden",female
http://www.wikidata.org/entity/Q2576581,Irakli Bagration of Mukhrani,male
http://www.wikidata.org/entity/Q2176785,Karoline of Wartensleben,female
http://www.wikidata.org/entity/Q4493736,"Serena Armstrong-Jones, Countess of Snowdon",female
http://www.wikidata.org/entity/Q6469999,Brigid Guinness,female
http://www.wikidata.org/entity/Q3666240,"Princess Chantal, Duchess of Castro",female
http://www.wikidata.org/entity/Q6490795,"Marie Alix, Duchess of Schleswig-Holstein",female
http://www.wikidata.org/entity/Q3268142,"Philip, Hereditary Prince of Serbia",male
http://www.wikidata.org/entity/Q2802589,Armgard of Sierstorpff-Cramm,female
http://www.wikidata.org/entity/Q2537215,Prince Ferdinand of Bavaria,male
http://www.wikidata.org/entity/Q6526686,"Leonora Anson, Countess of Lichfield",female
http://www.wikidata.org/entity/Q2242035,Prince Alexander of Serbia,male
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,female
http://www.wikidata.org/entity/Q2280905,Princess Helene of Waldeck and Pyrmont,female
http://www.wikidata.org/entity/Q2290508,"Prince Ferdinand Pius, Duke of Calabria",male
http://www.wikidata.org/entity/Q2295856,Prince Ernst August of Lippe,male
http://www.wikidata.org/entity/Q2306331,Princess Henriette of Schönaich-Carolath,female
http://www.wikidata.org/entity/Q4716439,"Alessandro Torlonia, 5th Prince of Civitella-Cesi",male
http://www.wikidata.org/entity/Q55617934,Julius Ernst von dem Bussche-Haddenhausen,male
http://www.wikidata.org/entity/Q16661984,"Karl, 6th Prince of Leiningen",male
http://www.wikidata.org/entity/Q16698801,Duchess Eilika of Oldenburg,female
http://www.wikidata.org/entity/Q75721792,Lady Mary Leveson-Gower,female
http://www.wikidata.org/entity/Q75623574,George Gilman,male
http://www.wikidata.org/entity/Q32595643,Princess Philomena d'Orléans,female
http://www.wikidata.org/entity/Q68688016,Edoardo Mapelli Mozzi,male
http://www.wikidata.org/entity/Q75706705,Stephanie Freiin von Brenken,female
http://www.wikidata.org/entity/Q75716787,Atalanta Cowen,female
http://www.wikidata.org/entity/Q75721793,Sir Samuel Clayton,male
http://www.wikidata.org/entity/Q75240055,Dorothy Osborne,female
http://www.wikidata.org/entity/Q75381841,Margaret Messenger,female
http://www.wikidata.org/entity/Q63806478,Michael Bowes-Lyon,male
http://www.wikidata.org/entity/Q75976238,Floria-Franziska Gräfin von Faber-Castell,female
http://www.wikidata.org/entity/Q84795732,Jeanne Marie Langtry,female
http://www.wikidata.org/entity/Q33104541,Renaud de Clermont-Tonnerre,male
http://www.wikidata.org/entity/Q7879786,"Ulrich, 10th Prince Kinsky of Wchinitz and Tettau",male
http://www.wikidata.org/entity/Q12165601,Archduke Ferdinand of Austria,male
http://www.wikidata.org/entity/Q24788963,Prince Julius Ernest of Lippe-Biesterfeld,male
http://www.wikidata.org/entity/Q63196804,Edward Langtry,male
http://www.wikidata.org/entity/Q30323763,"Penelope Knatchbull, Countess Mountbatten of Burma",female
http://www.wikidata.org/entity/Q17429006,Paul Mowatt,male
http://www.wikidata.org/entity/Q54162487,Jean Frances Hambro,female
http://www.wikidata.org/entity/Q54164320,Andrew Elphinstone,male
http://www.wikidata.org/entity/Q13576445,Elise von Vieregge,female
http://www.wikidata.org/entity/Q57401350,Jack Brooksbank,male
http://www.wikidata.org/entity/Q13638711,Gabriele von dem Bussche-Ippenburg,female
http://www.wikidata.org/entity/Q131584006,Mathilde Freiin von dem Bussche-Haddenhausen,female
http://www.wikidata.org/entity/Q15876671,Ingeborg Alix von Oldenburg,female
http://www.wikidata.org/entity/Q15882344,Prince Stefan of Schaumburg-Lippe,male
http://www.wikidata.org/entity/Q25998958,"Granville Leveson-Gower, 5th Earl Granville",male
http://www.wikidata.org/entity/Q75240463,Sarah Walker,female
http://www.wikidata.org/entity/Q15956270,Julia Ogilvy,female
http://www.wikidata.org/entity/Q16028068,Paul Chavchavadze,male
http://www.wikidata.org/entity/Q26215204,"James Elphinstone, 18th Lord Elphinstone",male
http://www.wikidata.org/entity/Q16195113,Ashley Hicks,male
http://www.wikidata.org/entity/Q23659419,"Archduchess Helene, Archduchess Ferdinand of Austria",female
http://www.wikidata.org/entity/Q21198012,Archduchess Maria Béatrice of Austria-Este,female
http://www.wikidata.org/entity/Q61855462,"Danica, Hereditary Princess of Serbia",female
http://www.wikidata.org/entity/Q65031050,Sofía Landaluce y Melgarejo,female
http://www.wikidata.org/entity/Q75240065,Elizabeth Cator,female
http://www.wikidata.org/entity/Q75240080,Mary McCorquodale,female
http://www.wikidata.org/entity/Q75240077,Rachel Spender-Clay,female
http://www.wikidata.org/entity/Q75248473,Isobel Weatherall,female
http://www.wikidata.org/entity/Q75253177,Davina Bowes-Lyon,female
http://www.wikidata.org/entity/Q75261337,Willa Chetwode,female
http://www.wikidata.org/entity/Q75270431,Marie Mélanie de Gaufridy de Dortan,female
http://www.wikidata.org/entity/Q16466734,Donata Countess of Castell-Rüdenhausen,female
http://www.wikidata.org/entity/Q75294377,Count Riprand of Arco-Zinneberg,male
http://www.wikidata.org/entity/Q75317570,Brigitte Klynstra,female
http://www.wikidata.org/entity/Q75317936,Maria del Carmen de Ulloa y de Suelves,female
http://www.wikidata.org/entity/Q75323647,Christa Irene von Arnim-Kitzscher,female
http://www.wikidata.org/entity/Q75323778,"Duchess Marie, Hereditary Duchess of Württemberg",female
http://www.wikidata.org/entity/Q75328043,Allegra Hicks,female
http://www.wikidata.org/entity/Q75390868,"Thomas Anson, Viscount Anson",male
http://www.wikidata.org/entity/Q75374290,Traute Becker,female
http://www.wikidata.org/entity/Q75381423,Fenella Hepburn-Stuart-Forbes-Trefusis,female
http://www.wikidata.org/entity/Q75381594,Prince Andreas of Prussia,male
http://www.wikidata.org/entity/Q75383387,Alexandra Blahova,female
http://www.wikidata.org/entity/Q75383555,Armgard Else Helene von Veltheim,female
http://www.wikidata.org/entity/Q75383564,Princess Charlotte of Croÿ,female
http://www.wikidata.org/entity/Q75383906,Janet Bryce,female
http://www.wikidata.org/entity/Q75383945,Philip Knatchbull,male
http://www.wikidata.org/entity/Q75390944,Felicitas-Anita Gräfin Schwerin von Krosigk,female
http://www.wikidata.org/entity/Q75390946,Ilka Gräfin zu Ortenburg,female
http://www.wikidata.org/entity/Q75390945,Duke Johann of Oldenburg,male
http://www.wikidata.org/entity/Q75390943,Huno Herzog von Oldenburg,male
http://www.wikidata.org/entity/Q75391437,Klara-Marie von Korff gennant Schmising-Kerssenbrock,female
http://www.wikidata.org/entity/Q75392818,Ana Maria de Moraes e Carmo,female
http://www.wikidata.org/entity/Q75393300,Howard Oxenberg,male
http://www.wikidata.org/entity/Q75393705,Paul-Annick Weiller,male
