item,itemLabel,ancestor,ancestorLabel,gender
http://www.wikidata.org/entity/Q235663,Frederika Louisa of Hesse-Darmstadt,http://www.wikidata.org/entity/Q213610,"Louis IX, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q235671,Princess Louise of Saxe-Gotha-Altenburg,http://www.wikidata.org/entity/Q62262,"Augustus, Duke of Saxe-Gotha-Altenburg",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q237311,"Julia, Princess of Battenberg",http://www.wikidata.org/entity/Q213888,John Maurice Hauke,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q237730,Landgravine Amalie of Hesse-Darmstadt,http://www.wikidata.org/entity/Q213610,"Louis IX, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q237793,Duchess Sophia Frederica of Mecklenburg-Schwerin,http://www.wikidata.org/entity/Q69910,"Louis, Hereditary Prince of Mecklenburg-Schwerin",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q238820,"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q128341,Charles Cavendish-Bentinck,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q238639,"William Cavendish, 4th Duke of Devonshire",http://www.wikidata.org/entity/Q2400397,"William Cavendish, 3rd Duke of Devonshire",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q240302,"Friedrich Wilhelm, Duke of Schleswig-Holstein-Sonderburg-Glücksburg",http://www.wikidata.org/entity/Q62109,"Friedrich Karl Ludwig, Duke of Schleswig-Holstein-Sonderburg-Beck",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q255759,Margravine Friederike of Brandenburg-Schwedt,http://www.wikidata.org/entity/Q689201,"Frederick William, Margrave of Brandenburg-Schwedt",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q257483,Landgravine Friederike of Hesse-Darmstadt,http://www.wikidata.org/entity/Q715230,Prince Georg Wilhelm of Hesse-Darmstadt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q256638,Caroline of Orange-Nassau,http://www.wikidata.org/entity/Q380949,"William IV, Prince of Orange",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q261381,Henriette of Nassau-Weilburg,http://www.wikidata.org/entity/Q664164,Charles Christian of Nassau-Weilburg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q261809,Duchess Charlotte Georgine of Mecklenburg-Strelitz,http://www.wikidata.org/entity/Q213601,"Karl II, Grand Duke of Mecklenburg-Strelitz",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q265865,Countess Claudine Rhédey von Kis-Rhéde,http://www.wikidata.org/entity/Q61611924,László Rhédey de Kis-Rhéde,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q261889,Princess Maria Anna of Hesse-Homburg,http://www.wikidata.org/entity/Q214050,"Frederick V, Landgrave of Hesse-Homburg",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q269351,Princess Elisabeth of Prussia,http://www.wikidata.org/entity/Q62022,Prince Wilhelm of Prussia,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q269412,George V,http://www.wikidata.org/entity/Q20875,Edward VII,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q270161,Princess Louise of Hesse-Darmstadt,http://www.wikidata.org/entity/Q715230,Prince Georg Wilhelm of Hesse-Darmstadt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q271080,Duchess Amelia of Württemberg,http://www.wikidata.org/entity/Q213618,Duke Ludwig of Württemberg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q280856,George VI,http://www.wikidata.org/entity/Q269412,George V,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q313771,"Prince Adolphus, Duke of Cambridge",http://www.wikidata.org/entity/Q127318,George III of Great Britain,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q288703,Karoline Luise of Hesse-Darmstadt,http://www.wikidata.org/entity/Q213677,"Louis VIII, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q316524,Prince Alexander of Hesse and by Rhine,http://www.wikidata.org/entity/Q68351,August von Senarclens de Grancy,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q335159,"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q741870,"Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q335205,"Richard Wellesley, 1st Marquess Wellesley",http://www.wikidata.org/entity/Q3758414,"Garret Wesley, 1st Earl of Mornington",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q374885,"Frederik, Hereditary Prince of Denmark",http://www.wikidata.org/entity/Q156187,Frederick V of Denmark,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q389473,Princess Elizabeth Albertine of Saxe-Hildburghausen,http://www.wikidata.org/entity/Q169080,"Ernest Frederick I, Duke of Saxe-Hildburghausen",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q446724,Grand Duke Konstantin Nikolayevich of Russia,http://www.wikidata.org/entity/Q130734,Nicholas I of Russia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q455554,"Francis, Duke of Saxe-Coburg-Saalfeld",http://www.wikidata.org/entity/Q61431,Ernest Frederick of Saxe-Coburg-Saalfeld,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q533403,"Thomas Lyon-Bowes, Lord Glamis",http://www.wikidata.org/entity/Q3990679,"Thomas Lyon-Bowes, 11th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q453784,Ernestine Augusta of Saxe-Weimar,http://www.wikidata.org/entity/Q65885,"Ernest Augustus I, Duke of Saxe-Weimar-Eisenach",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q454473,"Friedrich II, Landgrave of Hesse-Kassel",http://www.wikidata.org/entity/Q531790,"William VIII, Landgrave of Hesse-Kassel",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q458358,Landgravine Caroline of Hesse-Darmstadt,http://www.wikidata.org/entity/Q213610,"Louis IX, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q535987,"Francis, Duke of Teck",http://www.wikidata.org/entity/Q61155,Duke Alexander of Württemberg,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q664164,Charles Christian of Nassau-Weilburg,http://www.wikidata.org/entity/Q475952,Charles Augustus of Nassau-Weilburg,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q703423,Prince Charles of Hesse and by Rhine,http://www.wikidata.org/entity/Q166701,"Louis II, Grand Duke of Hesse",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q699743,Duke Charles Louis Frederick of Mecklenburg,http://www.wikidata.org/entity/Q361684,"Duke Adolf Friedrich II, Duke of Mecklenburg-Strelitz",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q699476,"Ernest Frederick III, Duke of Saxe-Hildburghausen",http://www.wikidata.org/entity/Q570512,"Ernest Frederick II, Duke of Saxe-Hildburghausen",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q741870,"Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q533403,"Thomas Lyon-Bowes, Lord Glamis",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1031989,Louisa Burnaby,http://www.wikidata.org/entity/Q5346963,Edwyn Burnaby,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q1102293,Anne Caroline Salisbury,http://www.wikidata.org/entity/Q61610963,Thomas Salisbury,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q1805444,Princess Louise of Denmark,http://www.wikidata.org/entity/Q156187,Frederick V of Denmark,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q1876689,Princess Louise Caroline of Hesse-Kassel,http://www.wikidata.org/entity/Q213628,Prince Karl of Hesse-Kassel,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2592020,"Frances Bowes-Lyon, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q16738479,Oswald Smith,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2756857,Caroline of Nassau-Usingen,http://www.wikidata.org/entity/Q181553,"Prince Karl Wilhelm I, Prince of Nassau-Usingen",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2616024,Countess Charlotte of Dohna-Leistenau,http://www.wikidata.org/entity/Q11904762,Albert Cristòfol de Dohna-Leistenau,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2918041,"Charlotte Lyon-Bowes, Lady Glamis",http://www.wikidata.org/entity/Q61610875,Joseph Valentine Grimstead,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q3666720,"Charlotte Cavendish, Marchioness of Hartington",http://www.wikidata.org/entity/Q555723,"Richard Boyle, 3rd Earl of Burlington",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q3822926,Countess Friederike of Schlieben,http://www.wikidata.org/entity/Q5176673,Count Karl Leopold von Schlieben,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q3758414,"Garret Wesley, 1st Earl of Mornington",http://www.wikidata.org/entity/Q7329897,"Richard Wesley, 1st Baron Mornington",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q3809433,"John Bowes, 9th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q7620341,"Thomas Lyon, 8th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q3616247,Andrew Burnaby,http://www.wikidata.org/entity/Q75242666,Andrew Burnaby,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q5346963,Edwyn Burnaby,http://www.wikidata.org/entity/Q61610958,Mary Browne,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q5177056,Countess Caroline Felizitas of Leiningen-Dagsburg,http://www.wikidata.org/entity/Q71995,Christian Karl Reinhard of Leiningen-Dachsburg-Falkenburg-Heidesheim,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q5176673,Count Karl Leopold von Schlieben,http://www.wikidata.org/entity/Q55676699,"Georg Adam von, Graf Schlieben",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q3990679,"Thomas Lyon-Bowes, 11th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q3809433,"John Bowes, 9th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q4666619,Abel Smith,http://www.wikidata.org/entity/Q75374654,Abel Smith,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q5544616,George Smith,http://www.wikidata.org/entity/Q75432493,Mary Bird,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q5716005,Henrietta Mildred Hodgson,http://www.wikidata.org/entity/Q61610909,Mary Tucker,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q6470028,Anne Wellesley,http://www.wikidata.org/entity/Q50822509,Hyacinthe-Gabrielle Roland,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q7345539,Robert Hodgson,http://www.wikidata.org/entity/Q75240031,Mildred Porteus,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q15833893,Maria Salomé Schweppenhäuser,http://www.wikidata.org/entity/Q101530184,Charlotte Philippine Juliane Westermann,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q6779099,"Mary Bowes, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q75248498,Mary Gilbert,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q8861642,Friedrich Karl Emanuel Hauke,http://www.wikidata.org/entity/Q101530161,Maria Franziska Riedesel zu Eisenbach,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q16738479,Oswald Smith,http://www.wikidata.org/entity/Q61610896,Frances Mary Mosley,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q17308968,"Dorothy Bentinck, Duchess of Portland",http://www.wikidata.org/entity/Q3666720,"Charlotte Cavendish, Marchioness of Hartington",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q20993858,Frances Webb,http://www.wikidata.org/entity/Q28778485,Mary Garritt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q50822509,Hyacinthe-Gabrielle Roland,http://www.wikidata.org/entity/Q75793432,Hyacinthe Gabrielle Varis,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q28778485,Mary Garritt,http://www.wikidata.org/entity/Q100389124,Ann Newland,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q55649985,Marie Eleanore Gräfin von Lehndorff,http://www.wikidata.org/entity/Q101228691,Marie Louise Henriette von Wallenrodt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q56795693,Sophie Lafontaine,http://www.wikidata.org/entity/Q56797160,Theresia of Cornelly,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610856,Mary Elizabeth Louisa Rodney Carpenter,http://www.wikidata.org/entity/Q75248491,Mary Elizabeth Walsh,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610875,Joseph Valentine Grimstead,http://www.wikidata.org/entity/Q75793442,Eleanor Creswick,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61610909,Mary Tucker,http://www.wikidata.org/entity/Q75950566,Henrietta Baker,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610896,Frances Mary Mosley,http://www.wikidata.org/entity/Q75507838,Elizabeth Bayley,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610878,Charlotte Walsh,http://www.wikidata.org/entity/Q75793584,Elizabeth (?),http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610958,Mary Browne,http://www.wikidata.org/entity/Q100389104,Mary Adcock,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61610956,Edwyn Andrew Burnaby,http://www.wikidata.org/entity/Q75875389,Anne Edwyn,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240000,Thomas Salisbury,http://www.wikidata.org/entity/Q100389112,Alice Leigh,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240030,Robert Hodgson,http://www.wikidata.org/entity/Q100389061,Elizabeth|Ellen Alcock,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q66349619,"Anne Wellesley, Countess of Mornington",http://www.wikidata.org/entity/Q75386340,Anne Stafford,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611924,László Rhédey de Kis-Rhéde,http://www.wikidata.org/entity/Q61611934,Teréz Bánffy de Losoncz,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61611934,Teréz Bánffy de Losoncz,http://www.wikidata.org/entity/Q75269245,Baroness Christine Kemeny de Magyar-Gyero-Monostor,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611940,Gergely Inczédy de Nagy-Várad,http://www.wikidata.org/entity/Q75448095,Agnes Kendeffy de Malmoviz,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61611942,Karolina Barcsay de Nagy-Barcsa,http://www.wikidata.org/entity/Q75448102,Anna Boer de Kopascsel,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61611932,Mihály Rhédey de Kis-Rhéde,http://www.wikidata.org/entity/Q75448084,Maria Thoroczkay de Thoroczko-Szent-Gyorgy,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61610963,Thomas Salisbury,http://www.wikidata.org/entity/Q75240827,Mary Lister,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61611926,Ágnes Inczédy de Nagy-Várad,http://www.wikidata.org/entity/Q61611942,Karolina Barcsay de Nagy-Barcsa,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240827,Mary Lister,http://www.wikidata.org/entity/Q100389117,Mary Swainson,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240820,Martin Tucker,http://www.wikidata.org/entity/Q75666243,Dorothy Smyth,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75875389,Anne Edwyn,http://www.wikidata.org/entity/Q75875398,Mary (?),http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75432493,Mary Bird,http://www.wikidata.org/entity/Q76329835,Elizabeth Martyn,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75240817,George Carpenter,http://www.wikidata.org/entity/Q100389035,Martha Cox,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240031,Mildred Porteus,http://www.wikidata.org/entity/Q75501112,Judith Cockayne,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75793436,Thomas Grimstead,http://www.wikidata.org/entity/Q75793452,Elizabeth Langley,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75240825,William Browne,http://www.wikidata.org/entity/Q100389102,Deborah Chesalden,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75892808,Christopher Alexander Fagan,http://www.wikidata.org/entity/Q75892806,Christiana Fitzmaurice,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76277562,Francis Webb,http://www.wikidata.org/entity/Q76277564,Frances Skey,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75507838,Elizabeth Bayley,http://www.wikidata.org/entity/Q75507841,Anne Peploe,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75386352,Pierre Roland,http://www.wikidata.org/entity/Q75892806,Christiana Fitzmaurice,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q75273894,"Sir John Parker Mosley, 1st Bt.",http://www.wikidata.org/entity/Q76135911,Elizabeth Parker,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76366874,"Cesar Auguste de Senarclens de Grancy, Seigneur de Saint-Denis",http://www.wikidata.org/entity/Q108733937,"Madelaine de Chandieu, Dame de La Chaux",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76366875,Claudine Marie-Rose de Loriol,http://www.wikidata.org/entity/Q108733971,Catherine Tronchin,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75793442,Eleanor Creswick,http://www.wikidata.org/entity/Q75793463,Elizabeth Lautol,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75248491,Mary Elizabeth Walsh,http://www.wikidata.org/entity/Q75793584,Elizabeth (?),http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q75950566,Henrietta Baker,http://www.wikidata.org/entity/Q100389076,Elizabeth Bushe,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q9439,Victoria,http://www.wikidata.org/entity/Q58067,Princess Victoria of Saxe-Coburg-Saalfeld,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530206,Maria Katharina Franziska Leonhardt,http://www.wikidata.org/entity/Q101530212,Marie Mayer,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q108733920,"Auguste Victor de Senarclens, Seigneur de Grancy, Senarclens, Gollion et de Vufflens-le-Château",http://www.wikidata.org/entity/Q108733929,Louise Benigne Salomé de Gingins La Sarraz,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q108733971,Catherine Tronchin,http://www.wikidata.org/entity/Q108733980,Catherine Armand,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q108733937,"Madelaine de Chandieu, Dame de La Chaux",http://www.wikidata.org/entity/Q108733947,Renée Louise de Chandieu-Corcelles,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q108733954,"Rodolphe Daniel de Loriol, Seigneur de Villars, Etoy, Chaumergy, Montfort",http://www.wikidata.org/entity/Q108733965,Madeleine Monnier de Lisy,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q9682,Elizabeth II,http://www.wikidata.org/entity/Q10633,"Queen Elizabeth, The Queen Mother",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q10633,"Queen Elizabeth, The Queen Mother",http://www.wikidata.org/entity/Q238820,"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q15189,Paul I of Russia,http://www.wikidata.org/entity/Q36450,Catherine II of Russia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q17142,George I of Greece,http://www.wikidata.org/entity/Q166028,Louise of Hesse-Kassel,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q20875,Edward VII,http://www.wikidata.org/entity/Q9439,Victoria,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q57207,Alexandra Feodorovna,http://www.wikidata.org/entity/Q156723,Louise of Mecklenburg-Strelitz,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q43274,Charles III,http://www.wikidata.org/entity/Q9682,Elizabeth II,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q36450,Catherine II of Russia,http://www.wikidata.org/entity/Q61826,Joanna Elisabeth of Holstein-Gottorp,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q37134,Frederick William III of Prussia,http://www.wikidata.org/entity/Q235663,Frederika Louisa of Hesse-Darmstadt,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,http://www.wikidata.org/entity/Q237311,"Julia, Princess of Battenberg",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q57533,Princess Wilhelmine of Baden,http://www.wikidata.org/entity/Q237730,Landgravine Amalie of Hesse-Darmstadt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,http://www.wikidata.org/entity/Q155566,Princess Alice of the United Kingdom,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57632,Sophie Dorothee of Württemberg,http://www.wikidata.org/entity/Q255759,Margravine Friederike of Brandenburg-Schwedt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57637,Juliana Maria of Brunswick-Wolfenbüttel,http://www.wikidata.org/entity/Q259725,Princess Antoinette of Brunswick-Wolfenbüttel,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q57950,Princess Alexandra of Saxe-Altenburg,http://www.wikidata.org/entity/Q271080,Duchess Amelia of Württemberg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q58067,Princess Victoria of Saxe-Coburg-Saalfeld,http://www.wikidata.org/entity/Q61489,Countess Augusta Reuss of Ebersdorf,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q58052,"Friedrich II Eugen, Duke of Württemberg",http://www.wikidata.org/entity/Q61789,Princess Marie Auguste of Thurn and Taxis,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q58770,"Ernest I, Duke of Saxe-Coburg and Gotha",http://www.wikidata.org/entity/Q61489,Countess Augusta Reuss of Ebersdorf,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q60511,Princess Mary of Great Britain,http://www.wikidata.org/entity/Q76961,Caroline of Ansbach,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q60522,"Prince Karl Ludwig, Hereditary Prince of Baden",http://www.wikidata.org/entity/Q288703,Karoline Luise of Hesse-Darmstadt,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q60709,Prince William of Hesse-Kassel,http://www.wikidata.org/entity/Q2756857,Caroline of Nassau-Usingen,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61155,Duke Alexander of Württemberg,http://www.wikidata.org/entity/Q261381,Henriette of Nassau-Weilburg,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61207,Prince Friedrich of Hesse-Kassel,http://www.wikidata.org/entity/Q60511,Princess Mary of Great Britain,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q62022,Prince Wilhelm of Prussia,http://www.wikidata.org/entity/Q235663,Frederika Louisa of Hesse-Darmstadt,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q61781,Duchess Louise Charlotte of Mecklenburg-Schwerin,http://www.wikidata.org/entity/Q433341,Princess Louise of Saxe-Gotha-Altenburg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q61489,Countess Augusta Reuss of Ebersdorf,http://www.wikidata.org/entity/Q2291709,Countess Karoline Ernestine of Erbach-Schönberg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q62068,Princess Augusta of Hesse-Kassel,http://www.wikidata.org/entity/Q2756857,Caroline of Nassau-Usingen,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q62063,Countess Palatine Caroline of Zweibrücken,http://www.wikidata.org/entity/Q469041,Caroline of Nassau-Saarbrücken,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q64223,Karl Anton August von Schleswig-Holstein-Sonderburg-Beck,http://www.wikidata.org/entity/Q11950042,Sofie of Hesse-Philippsthal,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q5346963,Edwyn Burnaby,http://www.wikidata.org/entity/Q61610956,Edwyn Andrew Burnaby,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q62262,"Augustus, Duke of Saxe-Gotha-Altenburg",http://www.wikidata.org/entity/Q63603,Princess Charlotte of Saxe-Meiningen,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q62109,"Friedrich Karl Ludwig, Duke of Schleswig-Holstein-Sonderburg-Beck",http://www.wikidata.org/entity/Q2616024,Countess Charlotte of Dohna-Leistenau,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q65234,Princess Charlotte Sophie of Saxe-Coburg-Saalfeld,http://www.wikidata.org/entity/Q1090562,Princess Anna Sophie of Schwarzburg-Rudolstadt,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q100389104,Mary Adcock,http://www.wikidata.org/entity/Q100389108,Ann,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530195,Benno Leopold Ignatius Lafontaine,http://www.wikidata.org/entity/Q101530202,Maria Rosalia Bonelli,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q101530184,Charlotte Philippine Juliane Westermann,http://www.wikidata.org/entity/Q101530191,Sophia Elisabeth Eleonore Bode,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q101530148,Ignatius Hauck,http://www.wikidata.org/entity/Q101530157,Anna Barbara,http://www.wikidata.org/entity/Q6581097
